0,0.00257842
0.01,0.00261603
0.02,0.00254359
0.03,0.00332821
0.04,0.00402799
0.05,0.00559167
0.06,0.00951453
0.07,0.0165472
0.08,0.0234615
0.09,0.0327782
0.1,0.0502838
